ALMA_source_name,Obs.date,ID
J0141-0928,2019-06-25,uid://A001/X12fc/X19
Mars,3000-01-01,uid://A001/X12fc/X4b
J1229+0203,2022-07-09,uid://A001/X133d/X145d
J0423-0120,2021-01-16,uid://A001/X1458/Xf7
J1058+0133,2016-08-27,uid://A001/X12e/X2ee
J2101-2933,2018-10-16,uid://A001/X12fc/X73
J1427-4206,2023-05-06,uid://A001/X15a1/X1a65
J1427-4206,2024-07-10,uid://A001/X15a1/X1a63
J0006-0623,2021-04-06,uid://A001/X1458/Xcf
J1321+2216,2023-04-25,uid://A001/X1590/X2d8
J0423-0120,2020-12-05,uid://A001/X1458/Xb3
J0725-0054,2016-05-22,uid://A001/X12e/X2c4
J1924+1540,2018-01-20,uid://A001/X88b/X33
J1058+0133,2020-06-25,uid://A001/X133d/X26c4
4795,2016-11-05,uid://A002/X9908b7/X1f
J1256-0547,2023-04-26,uid://A001/X1590/X2a2
J1625-2527,2020-02-27,uid://A001/X133d/X26a2
w49b_west_OFF_0,2024-10-31,uid://A001/X3570/X1b8
J2232+1143,2024-02-10,uid://A001/X2d20/X591
J1256-0547,2023-04-26,uid://A001/X1590/X2a8
LkCa15,2022-11-12,uid://A001/X15a1/X1a4d
J1742-1517,2024-09-21,uid://A001/X2d20/X56f
J1131-0500,2024-02-07,uid://A001/X2d20/X4c7
L1489,2022-11-24,uid://A001/X1465/X2b4e
J1427-4206,2023-03-31,uid://A001/X15a1/X1a75
J0048+3157,2020-12-13,uid://A001/X1458/Xff
J1517-2422,2022-08-17,uid://A001/X1465/X2b4a
J1230+2518,2023-02-04,uid://A001/X1590/X2c6
G29.96-0.02,2022-11-16,uid://A001/X1465/X2b39
J0048+3157,2020-12-14,uid://A001/X1458/Xdf
J0238+1636,2019-04-09,uid://A001/X12a2/X3e4
J0334-4008,2017-11-03,uid://A001/X2fb/X20d
J2000-1748,2018-09-07,uid://A001/X12fc/X9e
J1924-2914,2018-07-03,uid://A001/X88b/X2f
J0423-0120,2021-01-08,uid://A001/X1458/Xc3
YSO09,2019-10-01,uid://A001/X12d0/X11f
J1229+0203,2021-01-28,uid://A001/X133d/X26ad
SWBarS,2017-02-04,uid://A002/X9a055b/X91
YSO44,2019-09-18,uid://A001/X12d0/X13b
YSO41,2019-09-18,uid://A001/X12d0/X139
SgrA,2023-04-11,uid://A001/X15bc/X69b
Mars,2023-04-11,uid://A001/X15bc/X698
SgrA,2023-04-06,uid://A001/X15bc/X695
J1256-0547,2022-12-09,uid://A001/X1590/X2aa
J1733-3722,2024-07-31,uid://A001/X2d20/X583
GLEAM_J112706-033210,2024-01-30,uid://A001/X2d20/X4c3
J1256-0547,2022-11-08,uid://A001/X1590/X2fe
J0914+0245,2016-08-21,uid://A001/X12e/X2e6
J2000-1748,2020-08-10,uid://A001/X133d/X2797
HD_135344B,3000-01-01,uid://A001/X15a1/X1a5d
J1517-2422,2022-11-10,uid://A001/X1465/X2b48
J0423-0120,2021-03-13,uid://A001/X1458/Xfb
J1256-0547,2023-07-12,uid://A001/X1590/X2da
J1256-0547,2023-04-28,uid://A001/X1590/X2e4
J1310+3220,2023-04-27,uid://A001/X1590/X2e6
J0522-3627,2017-10-17,uid://A001/X2fb/X21d
J1150+2417,2022-11-03,uid://A001/X1590/X2f8
J1256-0547,2023-04-26,uid://A001/X1590/X2de
816106,2018-02-17,uid://A001/X87d/Xf
YSO06,2019-09-27,uid://A001/X12d0/X11b
J2253+1608,2022-05-21,uid://A001/X146c/Xe
J1924-2914,2023-04-04,uid://A001/X15bc/X692
J1103+1158,2018-02-27,uid://A001/X2fb/X27f
NGC_3351,2018-01-26,uid://A001/X2fb/X283
J1517-2422,2020-12-29,uid://A001/X133d/X1471
J1256-0547,2022-11-18,uid://A001/X15a1/X1a6d
J1517-2422,2023-08-01,uid://A001/X15a1/X1a69
J1303+2433,2023-04-26,uid://A001/X1590/X2cc
J1256-0547,2023-04-27,uid://A001/X1590/X2e0
YSO04,2020-01-09,uid://A001/X12d0/X119
J0102-7546,2016-02-04,uid://A001/X135/X41
J1730+0024,2021-01-16,uid://A001/X133d/X26b9
Ganymede,2017-06-23,uid://A001/X2fb/X287
J0510+1800,2023-04-22,uid://A001/X15a1/X1a59
NGC_3627,2018-01-29,uid://A001/X2fb/X297
LkCa15,2023-10-10,uid://A001/X15a1/X1a4b
J2203+3145,2022-09-28,uid://A001/X2dfa/X81
RXJ1842.9-3532,2023-04-25,uid://A001/X15a1/X1a7b
J1826-3650,3000-01-01,uid://A001/X15a1/X1a79
J0401+2110,2022-08-20,uid://A001/X1465/X2b50
J1256-0547,2023-04-26,uid://A001/X1590/X2ba
J0152+2207,2021-02-27,uid://A001/X1458/Xe7
J1256-0547,2023-01-07,uid://A001/X1590/X2ce
Ganymede,2020-02-28,uid://A001/X133d/X26c8
YSO16,2019-11-22,uid://A001/X12d0/X123
J1229+0203,2024-11-08,uid://A001/X335d/X30
YSO28,2019-11-19,uid://A001/X12d0/X12b
J1332+0200,2020-09-07,uid://A001/X133d/X26d4
J1256-0547,2023-04-28,uid://A001/X1590/X2a4
J0516-6207,2018-03-02,uid://A001/X2fb/X275
BD-11_162,2019-12-13,uid://A001/X133d/X13d8
J0449+1121,2022-12-12,uid://A001/X15a1/X1a49
J0238+1636,2021-01-18,uid://A001/X133d/X1475
GLEAM_J112706-033210,2024-03-23,uid://A001/X2d20/X4b7
J1238-0656,2020-11-06,uid://A001/X133d/X279e
J1256-0547,2023-03-29,uid://A001/X1590/X2bc
J0205+3212,2021-03-30,uid://A001/X1458/Xd7
J1321+2216,2023-05-13,uid://A001/X1590/X2ae
J1256-0547,2023-06-03,uid://A001/X1590/X2b0
J1303+2433,2023-02-17,uid://A001/X1590/X2c0
Q2123,2024-04-25,uid://A001/X335d/X34
J1924+1540,2017-12-20,uid://A001/X88b/X37
YSO30,2019-09-28,uid://A001/X12d0/X12d
YSO45,2019-09-27,uid://A001/X12d0/X13d
YSO39,2019-09-12,uid://A001/X12d0/X137
J0854+2006,2019-11-22,uid://A001/X135e/Xc1
J1131-0500,2024-02-08,uid://A001/X2d20/X4bb
J1924-2914,3000-01-01,uid://A001/X12fc/X4d
J1957-3845,2020-12-27,uid://A001/X133d/X1469
J1924-2914,2018-10-26,uid://A001/X12fc/X79
J0423-0120,2020-11-24,uid://A001/X1458/Xd3
J0006-0623,2022-07-20,uid://A001/X1458/Xf3
GMP3271,2022-11-04,uid://A001/X1590/X2c2
J0348-2749,2017-09-22,uid://A001/X2fb/X215
J1246-2547,2023-04-20,uid://A001/X158f/Xacb
NGC1808,2016-08-08,uid://A001/X147/Xd4
YSO33,2019-11-20,uid://A001/X12d0/X131
NGC_1672,2018-03-30,uid://A001/X2fb/X279
BD-7.5977,2020-07-26,uid://A001/X133d/X13d4
J1224+0330,2021-02-15,uid://A001/X133d/X13c0
J1256-0547,2022-12-02,uid://A001/X1590/X2ec
J1617-5848,2017-06-25,uid://A001/X2fb/X228
ADF22.A3,2023-04-15,uid://A001/X158f/Xafa
YSO38,2019-04-27,uid://A001/X12d0/X135
J1150+2417,2021-06-07,uid://A001/X14c3/X98d
J1058+0133,2023-04-28,uid://A001/X1590/X2ea
M83,2023-04-15,uid://A001/X158f/Xacd
J1751+0939,2017-12-21,uid://A001/X88b/X2b
J1224+0330,2021-02-15,uid://A001/X133d/X13bc
RXJ1852.3-3700,2023-05-09,uid://A001/X15a1/X1a81
J1751-1950,2020-09-01,uid://A001/X8c5/Xcb
YSO32,2019-09-28,uid://A001/X12d0/X12f
J0730-1141,2018-02-04,uid://A001/X88b/X15
Ganymede,2017-05-20,uid://A001/X2fb/X291
J1310+3220,2022-12-03,uid://A001/X1590/X2d4
J0522-364,2016-07-20,uid://A001/X12e/X2c2
J1604-4441,2019-04-04,uid://A001/X1284/X48c
YSO15_20,2019-09-18,uid://A001/X12d0/X121
NGC_3627,2018-01-29,uid://A001/X2fb/X28d
Callisto,2020-10-12,uid://A001/X2fb/X293
J0116-1136,2019-06-21,uid://A001/X12fc/X15
4C_28.07,2018-03-08,uid://A001/X2f6/X1ff
J1733-1304,3000-01-01,uid://A002/X6444ba/X10
J1058+0133,2022-10-18,uid://A001/X1590/X2c8
J0423-0120,2019-03-16,uid://A001/X12a2/X3e0
J0423-0120,2022-08-18,uid://A001/X1458/Xdb
J2131-1207,2018-09-07,uid://A001/X12fc/X9b
J1851+0035,2018-04-11,uid://A001/X88b/X23
J1058+0133,2023-04-27,uid://A001/X1590/X2fc
NGC4261,3000-01-01,uid://A001/X35f5/X87f
J1427+2348,2019-04-01,uid://A001/X12a2/X3e8
Uranus,3000-01-01,uid://A001/X147/Xd2
Musca,2021-04-16,uid://A001/X14c3/X8dd
Uranus,2020-10-22,uid://A002/X9a055b/X8f
J1427-4206,2017-04-27,uid://A001/X2fb/X506
J2258-2758,2022-12-14,uid://A001/X1590/X21e
ad3a-25914,2021-04-21,uid://A001/X1476/Xa6
ad3a-25314,2021-03-17,uid://A001/X1476/Xa2
ad3a-22002,2021-04-02,uid://A001/X1476/Xaa
J1256-0547,2024-02-03,uid://A001/X2d20/X625
J1550+0527,2024-04-11,uid://A001/X2d20/X621
J1733-1304,2017-08-10,uid://A002/Xb0eb5c/X48
HerBS-21,2022-12-09,uid://A001/X1590/X226
HerBS-87,2023-07-30,uid://A001/X1590/X222
J2258-2758,2020-11-12,uid://A001/X133d/X11ec
J2051+1743,2020-11-30,uid://A001/X133d/X11f7
J2258-2758,2019-11-08,uid://A001/X133d/X11ee
J2031+1219,2019-11-20,uid://A001/X133d/X11f9
HerBS-36,2023-08-05,uid://A001/X1590/X22e
S_Pav,2020-11-19,uid://A001/X133d/X11f1
J1829-5813,2019-12-05,uid://A001/X133d/X11f3
J1851+0035,2020-02-25,uid://A001/X12a2/X1d2
2MASS_J16012652-2301343,2020-08-18,uid://A001/X134b/X10
2MASS_J16152752-1847097,2020-08-28,uid://A001/X134b/Xd
G035.39-00.33,2019-11-12,uid://A001/X12a2/X1ec
J1935+2031,2020-02-21,uid://A001/X12a2/X1dc
J1824+0119,2022-08-17,uid://A001/X1467/X28b
J230546.2-331038,2018-12-22,uid://A001/X128a/X16e
J1945-5520,2016-10-13,uid://A001/X135/X1e
Per10,2024-10-03,uid://A001/X15a1/X1a26
J1924-2914,2022-11-03,uid://A001/X14ed/X2de
J1227-4436,2023-04-29,uid://A001/X158f/Xa90
J0904-5735,2019-10-09,uid://A001/X1467/X21f
J2106+2500,2019-11-19,uid://A001/X133d/X11cf
615347,2021-11-22,uid://A001/X1467/X21b
IRAS_19093-3256,2023-10-03,uid://A001/X14ed/X2f3
W_Aql,2020-10-10,uid://A001/X133d/X11bd
W_Aql,2019-12-05,uid://A001/X133d/X11bf
640923,2021-08-02,uid://A001/X1467/X222
644237,2019-11-27,uid://A001/X1467/X224
737762,2021-08-04,uid://A001/X1467/X229
J1037-2934,2021-11-23,uid://A001/X1467/X20d
J2000-1325,2019-12-05,uid://A001/X133d/X11d4
727702,2019-12-03,uid://A001/X1467/X22b
J1946-5812,2020-11-19,uid://A001/X133d/X11dc
727831,2019-11-26,uid://A001/X1467/X22d
PSNJ06120295-2149353,2023-02-02,uid://A001/X158f/Xa9c
575465,2019-10-24,uid://A001/X1467/X218
G259.0453-01.5559,2019-10-28,uid://A001/X1467/X216
J0402-3147,2023-05-10,uid://A001/X158f/Xa6e
J1012+0630,2023-01-11,uid://A001/X158f/Xa76
SN1996aq,2023-06-03,uid://A001/X158f/Xa7e
J2056-4714,2019-11-27,uid://A001/X133d/X11c9
554507,2019-12-03,uid://A001/X1467/X208
J1256-0547,2023-06-30,uid://A001/X1590/X284
J1310+3220,2023-07-25,uid://A001/X1590/X286
J1733-1304,2018-10-31,uid://A001/X8c5/X6e
HerBS-184,2022-11-26,uid://A001/X1590/X21a
J1342-2900,2022-10-21,uid://A001/X1476/Xdb
J1517-2422,2018-10-16,uid://A001/X8c5/X62
J1617-5848,2018-12-22,uid://A001/X8c5/X5e
J1633-2557,2018-10-18,uid://A001/X8c5/X52
NGC_1241,2024-02-03,uid://A001/X2d20/X615
J1851+0035,2019-08-16,uid://A001/X891/X10
J2331-1556,2024-08-18,uid://A001/X2d20/X604
J1037-2934,2018-02-01,uid://A001/X88f/X6
W_Aql,2020-10-22,uid://A001/X133d/X11fc
J2253+1608,2020-12-31,uid://A001/X133d/X2621
J2148+0657,2019-10-19,uid://A001/X12a2/X1de
J1744-3116,2023-03-24,uid://A001/X15bc/X3cc
J1751+0939,2019-07-16,uid://A001/X12fc/X39
J1222+0413,2020-02-19,uid://A001/X133d/X13c4
J1058+0133,2019-04-03,uid://A001/X1284/X1d92
J2250-2806,2020-10-08,uid://A001/X133d/X11d7
V_PsA,2019-11-06,uid://A001/X133d/X11d9
NGC0708,2019-01-10,uid://A001/X1284/X1b8f
SN2012hn,2023-02-08,uid://A001/X158f/Xa98
646708,2019-11-20,uid://A001/X1467/X226
J1924-2914,2020-10-08,uid://A001/X133d/X11d2
J0725-2640,2023-01-06,uid://A001/X158f/Xaa0
AS2COS044.1,2024-03-30,uid://A001/X2d20/X662
J0828-3731,2021-07-26,uid://A001/X1467/X214
AB_Auriga,2022-09-09,uid://A001/X1465/X2adc
U_Del,2019-11-14,uid://A001/X133d/X11ba
1987A,2022-11-08,uid://A001/X1465/X2aea
J0438+3004,2021-03-02,uid://A001/X1465/X2ae4
545969,2021-09-16,uid://A001/X1467/X206
J1256-0547,2023-03-14,uid://A001/X158f/Xa80
J1604-4228,2019-02-13,uid://A001/X8c5/X76
IC_4329A,2022-09-14,uid://A001/X1476/Xd3
J1256-0547,2023-05-05,uid://A001/X1590/X27e
Sz_129,2019-03-14,uid://A001/X8c5/X7a
J2357-5311,2020-10-08,uid://A001/X133d/X11c2
J1550+0527,2024-04-12,uid://A001/X2d20/X629
J1256-0547,2024-10-27,uid://A001/X2d20/X61d
J1351-2912,2022-10-13,uid://A001/X1476/Xd7
SN1962L,2023-01-11,uid://A001/X158f/Xa72
J1352-2745,2022-09-14,uid://A001/X1476/Xe3
J0238+1636,2024-11-05,uid://A001/X2d20/X611
J2232+1143,2017-10-05,uid://A002/Xb0eb5c/X34
J1751+0939,2020-02-19,uid://A001/X12a2/X1e6
J1851+0035,2019-11-29,uid://A001/X12a2/X1e8
J1717-3342,2020-11-21,uid://A001/X133d/X1320
Cen_A,2023-03-30,uid://A001/X15bc/X3bb
Musca,2021-04-17,uid://A001/X14c3/X8d1
J2051+1743,2020-12-16,uid://A001/X133d/X11cd
G274.0649-01.1460A,2019-11-22,uid://A001/X1467/X21d
J0205+3212,2019-10-09,uid://A001/X1284/X1b91
J0426+2952,2022-07-28,uid://A001/X1465/X2ade
GW_Lupi,2018-11-29,uid://A001/X8c5/X82
J1946-5812,2020-12-20,uid://A001/X133d/X11c7
549061,2019-12-16,uid://A001/X1467/X20a
J1653-1551,2018-10-16,uid://A001/X8c5/X6a
J1517-2422,2018-11-15,uid://A001/X8c5/X5a
J1107-3043,2020-11-27,uid://A001/X133d/X394d
J2309-3059,2020-12-28,uid://A001/X133d/X2619
J1924-2914,2020-12-25,uid://A001/X133d/X1322
J0202-0559,2020-11-23,uid://A001/X133d/X264e
P1329+2243,2021-03-03,uid://A001/X133d/X13ac
561782,2019-10-27,uid://A001/X1467/X211
J1610-3958,2019-02-01,uid://A001/X8c5/X72
V_PsA,2019-11-06,uid://A001/X133d/X11c4
J1058+0133,2023-05-02,uid://A001/X158f/Xa6a
J1832-2039,2021-05-01,uid://A001/X1467/X29e
J1851+0035,2023-04-19,uid://A001/X1467/X28d
J1555+1111,2019-11-21,uid://A001/X133d/X26f3
J0006-0623,2019-10-04,uid://A001/X1284/X1b8b
J1256-0547,2023-05-01,uid://A001/X1590/X280
AS2COS008.1,2023-12-21,uid://A001/X2d20/X642
J1256-0547,2023-05-30,uid://A001/X1590/X28a
SN2012ap,2023-06-24,uid://A001/X158f/Xa62
J1617-5848,2018-11-09,uid://A001/X8c5/X66
J1427-4206,2022-10-29,uid://A001/X1476/Xdf
NGC_1320,2024-02-03,uid://A001/X2d20/X619
AS_205,2019-02-20,uid://A001/X8c5/X4a
J2243-2544,2022-12-17,uid://A001/X1590/X237
J1617-5848,2017-10-29,uid://A001/X8c5/X20
J1924-2914,2023-04-21,uid://A001/X1467/X29c
J0449+1121,2023-10-04,uid://A001/X1590/X17a3
J1427+2348,2021-01-22,uid://A001/X133d/X262a
J1058+0133,2023-10-27,uid://A001/X2d20/X676
W_Aql,2020-12-25,uid://A001/X133d/X11e7
J1803-6507,2019-12-03,uid://A001/X133d/X11de
J1517-2422,2018-12-15,uid://A001/X8c5/X92
J2051+1743,2020-11-26,uid://A001/X133d/X11e2
J0423-0120,2023-12-20,uid://A001/X2d20/X652
J1410+0203,2023-05-30,uid://A001/X158f/Xa7a
J1604-4228,2019-01-04,uid://A001/X8c5/X7e
J1924-2914,2018-11-29,uid://A001/X891/Xe
J0948+0022,2020-12-11,uid://A001/X133d/X3959
J2056-4714,2020-02-28,uid://A001/X12a2/X1c8
J1851+0035,2019-11-05,uid://A001/X12a2/X1ca
J1337-6509,2019-11-22,uid://A001/X1284/X1d9a
Musca,2021-04-10,uid://A001/X14c3/X8d7
IRAS_20440-0105,2022-08-25,uid://A001/X14ed/X2db
J0245-4459,2023-05-05,uid://A001/X158f/Xa8c
561782,2019-10-25,uid://A001/X1467/X20f
J2000-1748,2019-11-26,uid://A001/X133d/X11e9
J1534-3526,2018-10-16,uid://A001/X8c5/X86
J1610-3958,2019-02-02,uid://A001/X8c5/X8a
NGC0383,2022-10-29,uid://A001/X1465/X2ac3
J1058+0133,2023-03-22,uid://A001/X15bc/X3fd
J1822+1600,2020-06-22,uid://A001/X12a2/X1d4
G034.77-00.55,2019-10-31,uid://A001/X12a2/X1ce
J1352-4412,2023-03-31,uid://A001/X15bc/X3be
J1733-1304,2018-10-12,uid://A001/X8c5/X96
J2148+0657,2019-11-15,uid://A001/X133d/X11e4
J1037-2934,2023-06-08,uid://A001/X158f/Xa5e
J1951-0509,2019-11-28,uid://A001/X133d/X11fe
HD21997,2021-01-31,uid://A001/X1358/Xe
J1924+1540,2022-10-29,uid://A001/X146c/Xa
NGC_5695,2024-11-02,uid://A001/X2d20/X62d
J1058+0133,2023-10-28,uid://A001/X2d20/X64a
J1152-0841,2023-06-08,uid://A001/X158f/Xa56
J1617-5848,2019-02-16,uid://A001/X8c5/X56
3C454.3,2017-08-22,uid://A002/Xb0eb5c/X3c
J1103-3251,2022-05-06,uid://A001/X1467/X27f
R02,2019-12-24,uid://A001/X133d/X26f7
J1058+0133,2023-12-20,uid://A001/X2d20/X64e
J2051+1743,2020-11-26,uid://A001/X133d/X11b8
J0006-0623,2023-06-14,uid://A001/X158f/Xa88
J1256-0547,2023-06-04,uid://A001/X1590/X28c
J1517-2422,2018-10-16,uid://A001/X8c5/X4e
J1256-0547,2023-05-31,uid://A001/X158f/Xa66
SN2016coi,2023-05-13,uid://A001/X158f/Xa52
J2054-0005,2021-01-01,uid://A001/X133d/X261d
G053.11+00.05,2019-10-29,uid://A001/X12a2/X1e2
NGC_924,2023-12-27,uid://A001/X1590/X243
Serpens_South_C7,2021-02-06,uid://A001/X1467/X291
J0006-0623,2023-06-04,uid://A001/X158f/Xa84
J1058+0133,2023-01-12,uid://A001/X158f/Xa5a
J0006-0623,2023-05-04,uid://A001/X158f/Xa94
G038.95-00.47,2019-11-07,uid://A001/X12a2/X1d8
ad3a-19223,2023-01-25,uid://A001/X1590/X1884
ad3a-19072,2023-02-06,uid://A001/X1590/X1888
ad3a-19105,2023-01-12,uid://A001/X1590/X188c
ad3a-18837,2023-01-05,uid://A001/X1590/X1894
ad3a-18493,2023-01-14,uid://A001/X1590/X1898
ad3a-18487,2023-01-05,uid://A001/X1590/X1890
ad3a-21487,2022-12-21,uid://A001/X1590/X187c
ad3a-20401,2023-01-29,uid://A001/X1590/X1880
J1107-4449,2020-01-17,uid://A001/X133f/X4f
J2258-2758,2022-08-23,uid://A001/X1465/X3c56
J1517-2422,2020-01-16,uid://A001/X133d/X169f
J1230+2518,2018-10-19,uid://A001/X1234/X314
J1924-2914,2023-06-17,uid://A001/X1590/X1704
Pallas,2016-12-17,uid://A002/X6b0cc1/Xa4
HS1442,2019-04-25,uid://A001/X12cc/X88
SMG_2,2021-03-03,uid://A001/X1465/Xa6d
J0510+1800,2024-05-17,uid://A001/X2d20/X430
G09v1.97,2020-02-21,uid://A001/X133d/X162b
J1606+1814,2022-11-22,uid://A001/X1465/X3b9b
IRAS04365+2535,2020-09-11,uid://A001/X1359/Xb
IRAS_18595-3947,2022-11-03,uid://A001/X14ed/X323
XCS2215-F6,2023-12-27,uid://A001/X1590/X29f4
J1058+0133,2022-05-17,uid://A001/X1465/X3b83
SMG_9,2021-06-11,uid://A001/X1465/Xa35
J0522-3627,2022-10-25,uid://A001/X134b/Xa8
SDSS_J023224.24-081140.2,2020-08-28,uid://A001/X133d/X1674
J1058+0133,2021-04-30,uid://A001/X1465/Xa2d
HD_135344B,2022-10-14,uid://A001/X133d/X2997
SMG_8,2021-04-15,uid://A001/X1465/Xa45
J1744-3116,2020-08-21,uid://A001/X13d6/X128
P1,2020-07-23,uid://A001/X134b/Xc4
P5_OFF_0,2021-08-28,uid://A001/X134b/Xc8
J0635-7516,2016-11-14,uid://A001/X12e/X28c
J1617-5848,2017-01-06,uid://A001/X197/X18d
Callisto,2018-06-01,uid://A001/X1234/X334
SMG_1,2021-04-29,uid://A001/X1465/Xa55
J0541-0211,2019-03-09,uid://A001/X1234/X33a
J1514-4748,2017-01-06,uid://A001/X21f/X26
J2303-1841,2022-07-28,uid://A001/X1465/X3c5e
f15,2015-06-13,uid://A002/X5ce05d/Xa7
AS_209,2019-11-15,uid://A001/X133f/X3f
J0854+2006,2022-10-05,uid://A001/X14ed/X263
J1107-4449,2022-08-10,uid://A001/X14ed/X266
Uranus,2018-09-06,uid://A001/X1234/X318
HD_183324,2021-03-20,uid://A001/X1465/Xa05
Titan,2018-06-12,uid://A001/Xbd463f/X1e
IRAS_20075-6005,2022-08-27,uid://A001/X14ed/X31a
J1116+0829,2020-01-15,uid://A001/X133d/X1680
J0750+1231,2022-06-16,uid://A001/X1465/X3b7d
J0948+0022,2023-04-01,uid://A001/X15bc/X839
J1157+1638,2022-04-13,uid://A001/X1465/X3b89
J1415+1320,2019-12-18,uid://A001/X133d/X1692
J1337-1257,2020-12-11,uid://A001/X133d/X1696
J0522-3627,2023-01-17,uid://A001/X1465/X3b5e
AFGL_3068,2017-01-06,uid://A001/X197/X199
J1157+1638,2020-12-10,uid://A001/X133d/X1684
SMG_3,2021-04-08,uid://A001/X1465/Xa3d
Titan,2017-01-06,uid://A001/X197/X189
P1,2020-12-24,uid://A001/X134b/Xc0
J1514-4748,2017-01-06,uid://A001/X197/X18b
J1753-1843,2022-11-17,uid://A001/X133f/X38
J1617-5848,2017-01-06,uid://A001/X197/X18f
J2056-4714,2018-07-15,uid://A001/X1234/X32c
J1837-7108,2023-05-25,uid://A001/X14ed/X23b
J2303-1841,2022-05-19,uid://A001/X1465/X3c6a
J2253+1608,2023-12-20,uid://A001/X15a9/X61
J0438+3004,2023-01-12,uid://A001/X133f/X2e
J0348-2749,2018-11-03,uid://A001/X1234/X320
J1924-2914,2022-09-07,uid://A001/X133f/X3d
J1037-2934,2020-02-18,uid://A001/X133f/X4d
J1014-4508,2022-12-12,uid://A001/X133f/X4b
IRAS_11438-6330,2023-08-29,uid://A001/X14ed/X278
J0750+1231,2020-02-14,uid://A001/X133d/X1627
J1517-2422,2023-02-25,uid://A001/X1382/X2b
J1130+0846,2020-12-17,uid://A001/X133d/X167e
IRAS_19042-4858,2023-05-27,uid://A001/X14ed/X326
J0552+0313,2023-08-26,uid://A001/X1590/X16a6
DEIMOS_COSMOS_873321,2023-06-24,uid://A001/X15bc/X837
J1517-2422,2016-10-09,uid://A001/X21f/X44
J1256-0547,2023-03-29,uid://A001/X15bc/X822
J1744-3116,2020-02-29,uid://A001/X13d6/X11c
J0607-0834,2019-09-23,uid://A001/X13d6/X132
P4,2020-12-11,uid://A001/X134b/Xc6
J1157+1638,2020-01-04,uid://A001/X133d/X1686
J1617-5848,2017-01-06,uid://A001/X197/X195
J1008+0621,2020-01-03,uid://A001/X133d/X167a
J1517-2422,2017-01-06,uid://A001/X197/X193
IM_Lup,2020-12-13,uid://A001/X133f/X33
IRAS_10056-5300,2023-04-26,uid://A001/X14ed/X25a
IRAS_05098-6422,2023-10-01,uid://A001/X14ed/X24e
J0137-2430,2022-07-26,uid://A001/X1465/X3c4e
J1924-2914,2023-09-14,uid://A001/X14ed/X305
J1924-2914,2021-03-23,uid://A001/X1465/Xa0b
SDSS_J143029.88+133912.0,2020-12-06,uid://A001/X133d/X1690
J0238+1636,2020-11-29,uid://A001/X133d/X1672
J0811-4929,2017-09-30,uid://A001/X2fa/Xee
J1832-2039,2020-03-07,uid://A001/X134b/Xbe
IRAS_22142-8454,2023-10-05,uid://A001/X14ed/X251
J2243-2544,2022-09-07,uid://A001/X1465/X3c62
J1256-0547,2023-03-29,uid://A001/X15bc/X7f8
IRAS_02427-5430,2022-09-01,uid://A001/X14ed/X24b
J1924-2914,2018-06-02,uid://A001/X898/Xe8
J1744-3116,2021-12-31,uid://A001/X1382/X2d
J1744-3116,2022-08-20,uid://A001/X1382/X26
J0750+1231,2021-03-12,uid://A001/X1465/X3b7f
J0519-454,2016-09-11,uid://A001/X12e/X288
J0048+3157,2022-09-07,uid://A001/X1465/X3b77
J0635-7516,2016-11-26,uid://A001/X12e/X280
J0423-0120,2019-10-28,uid://A001/X13d6/X136
J2222+1213,2017-03-25,uid://A001/X2fa/X4f
J1610-3958,2019-12-06,uid://A001/X133f/X35
GM_Aur,2020-09-24,uid://A001/X133f/X30
J1037-2934,2020-07-26,uid://A001/X133d/X1631
J1512+0203,2020-08-10,uid://A001/X133d/X1698
J0519-454,2016-09-16,uid://A001/X12e/X284
J1744-3116,2020-07-14,uid://A001/X13d6/X124
Ceres,2017-01-06,uid://A001/X197/X187
HD163296,2019-11-08,uid://A001/X133f/X3a
Neptune,2018-08-24,uid://A001/X1234/X324
MOO_J0903+1310,2019-07-20,uid://A001/X1234/X310
J0854+2006,2019-05-10,uid://A001/X12cc/X80
J1353+1435,2021-01-30,uid://A001/X133d/X168a
S255_NIRS3,2022-10-29,uid://A001/X133d/X165f
J0501-0159,2019-08-26,uid://A001/X13d6/X13a
J1924-2914,2020-06-24,uid://A001/X13d6/X120
Betelgeuse,2023-08-16,uid://A001/X1590/X16a3
J1617-5848,2017-01-06,uid://A001/X197/X191
IRAS_23564-5651,2022-08-27,uid://A001/X14ed/X254
Mars,2018-10-18,uid://A001/X1234/X31c
IRAS_17319-6234,2022-11-02,uid://A001/X14ed/X31d
J0538-4405,2022-10-05,uid://A001/X14ed/X260
J1256-0547,2018-09-06,uid://A001/X1234/X30c
SVS13-A,2025-01-05,uid://A001/X2d20/X3009
J1454-3747,2023-05-14,uid://A001/X133d/X2999
J0904-5735,2017-03-04,uid://A001/X2fa/Xf0
J1342-2900,2022-12-23,uid://A001/X1465/X3b4f
J1617-5848,2017-01-06,uid://A001/X21f/X2a
J0510+1800,2018-07-22,uid://A001/X1234/X330
J1550+0527,2022-08-18,uid://A001/X1465/X3c3e
J0558+0044,2024-02-21,uid://A001/X360d/Xaa
IRAS_17446-7809,2022-09-17,uid://A001/X14ed/X320
J2303-6807,2022-08-19,uid://A001/X14ed/X257
J0942-7731,2024-12-26,uid://A001/X3621/X375e
IRAS_09256-6324,2022-10-05,uid://A001/X14ed/X25d
J1744-3116,2021-12-31,uid://A001/X1382/X28
J1256-0547,2020-08-23,uid://A001/X133d/X168c
